NEWAGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,GEO_ID
5,6559,3401,3158,0500000US48373
6,2273,1178,1095,0500000US48373
7,590,235,355,0500000US48373
0,119648,61609,58039,0500000US48375
1,35697,18187,17510,0500000US48375
2,41736,22478,19258,0500000US48375
3,13977,7648,6329,0500000US48375
4,13316,6663,6653,0500000US48375
5,8597,4073,4524,0500000US48375
6,4338,1864,2474,0500000US48375
7,1987,696,1291,0500000US48375
0,6948,3557,3391,0500000US48377
1,2003,1068,935,0500000US48377
2,1890,984,906,0500000US48377
3,733,345,388,0500000US48377
4,715,353,362,0500000US48377
5,773,406,367,0500000US48377
6,556,276,280,0500000US48377
7,278,125,153,0500000US48377
0,12159,6044,6115,0500000US48379
1,2646,1389,1257,0500000US48379
2,3077,1517,1560,0500000US48379
3,1450,723,727,0500000US48379
4,2003,962,1041,0500000US48379
5,1833,903,930,0500000US48379
6,908,432,476,0500000US48379
7,242,118,124,0500000US48379
0,136271,67024,69247,0500000US48381
1,36686,18696,17990,0500000US48381
2,47317,23926,23391,0500000US48381
3,15309,7458,7851,0500000US48381
4,16423,7835,8588,0500000US48381
5,12059,5640,6419,0500000US48381
6,6282,2652,3630,0500000US48381
7,2195,817,1378,0500000US48381
0,3741,2001,1740,0500000US48383
1,1187,623,564,0500000US48383
2,1283,728,555,0500000US48383
3,429,226,203,0500000US48383
4,422,213,209,0500000US48383
5,242,130,112,0500000US48383
6,132,67,65,0500000US48383
7,46,14,32,0500000US48383
0,3478,1733,1745,0500000US48385
1,643,357,286,0500000US48385
2,773,370,403,0500000US48385
3,420,204,216,0500000US48385
4,617,305,312,0500000US48385
5,599,284,315,0500000US48385
6,341,181,160,0500000US48385
7,85,32,53,0500000US48385
0,12175,5912,6263,0500000US48387
1,2654,1369,1285,0500000US48387
2,3119,1540,1579,0500000US48387
3,1530,733,797,0500000US48387
4,1876,905,971,0500000US48387
5,1631,771,860,0500000US48387
6,973,456,517,0500000US48387
7,392,138,254,0500000US48387
0,15695,9632,6063,0500000US48389
1,3889,2068,1821,0500000US48389
2,6646,4769,1877,0500000US48389
3,1905,1210,695,0500000US48389
4,1376,720,656,0500000US48389
5,999,495,504,0500000US48389
6,626,277,349,0500000US48389
7,254,93,161,0500000US48389
0,7032,3450,3582,0500000US48391
1,1779,870,909,0500000US48391
2,1855,951,904,0500000US48391
3,840,398,442,0500000US48391
4,968,495,473,0500000US48391
5,888,431,457,0500000US48391
6,520,239,281,0500000US48391
7,182,66,116,0500000US48391
0,903,448,455,0500000US48393
1,243,113,130,0500000US48393
2,247,126,121,0500000US48393
3,94,40,54,0500000US48393
4,130,74,56,0500000US48393
5,116,62,54,0500000US48393
6,58,29,29,0500000US48393
7,15,4,11,0500000US48393
0,17284,8478,8806,0500000US48395
1,4535,2341,2194,0500000US48395
2,5001,2425,2576,0500000US48395
3,2093,1023,1070,0500000US48395
4,2319,1141,1178,0500000US48395
5,1910,940,970,0500000US48395
6,994,441,553,0500000US48395
7,432,167,265,0500000US48395
0,100657,49740,50917,0500000US48397
1,29724,15220,14504,0500000US48397
2,31737,15760,15977,0500000US48397
3,14432,7229,7203,0500000US48397
4,12170,5903,6267,0500000US48397
5,7659,3619,4040,0500000US48397
6,3606,1568,2038,0500000US48397
7,1329,441,888,0500000US48397
0,10234,5203,5031,0500000US48399
1,2564,1344,1220,0500000US48399
2,2873,1503,1370,0500000US48399
3,1261,615,646,0500000US48399
4,1410,730,680,0500000US48399
5,1141,577,564,0500000US48399
6,699,325,374,0500000US48399
7,286,109,177,0500000US48399
0,54450,29363,25087,0500000US48401
1,13404,6957,6447,0500000US48401
2,18176,10747,7429,0500000US48401
3,6823,3883,2940,0500000US48401
4,7020,3585,3435,0500000US48401
5,5281,2553,2728,0500000US48401
6,2665,1216,1449,0500000US48401
7,1081,422,659,0500000US48401
0,10589,5213,5376,0500000US48403
1,2171,1079,1092,0500000US48403
2,2290,1125,1165,0500000US48403
3,1148,559,589,0500000US48403
4,1746,871,875,0500000US48403
5,1801,894,907,0500000US48403
6,1076,551,525,0500000US48403
7,357,134,223,0500000US48403
0,8232,4052,4180,0500000US48405
1,1781,929,852,0500000US48405
2,1931,947,984,0500000US48405
3,985,476,509,0500000US48405
4,1358,677,681,0500000US48405
5,1141,574,567,0500000US48405
6,721,333,388,0500000US48405
7,315,116,199,0500000US48405
0,28719,14249,14470,0500000US48407
1,6778,3456,3322,0500000US48407
2,7537,3700,3837,0500000US48407
3,3402,1664,1738,0500000US48407
4,4722,2368,2354,0500000US48407
5,3765,1837,1928,0500000US48407
6,1933,952,981,0500000US48407
7,582,272,310,0500000US48407
0,66893,33652,33241,0500000US48409
1,19612,10132,9480,0500000US48409
2,21569,11174,10395,0500000US48409
3,7873,3879,3994,0500000US48409
4,7818,3846,3972,0500000US48409
5,5986,2891,3095,0500000US48409
6,3010,1334,1676,0500000US48409
7,1025,396,629,0500000US48409
0,6054,3308,2746,0500000US48411
1,1338,700,638,0500000US48411
2,1871,1238,633,0500000US48411
3,643,340,303,0500000US48411
4,756,347,409,0500000US48411
5,802,399,403,0500000US48411
6,439,214,225,0500000US48411
7,205,70,135,0500000US48411
0,2895,1436,1459,0500000US48413
1,829,401,428,0500000US48413
2,821,415,406,0500000US48413
3,335,166,169,0500000US48413
4,343,170,173,0500000US48413
5,353,190,163,0500000US48413
6,165,65,100,0500000US48413
7,49,29,20,0500000US48413
0,16866,9148,7718,0500000US48415
1,4702,2446,2256,0500000US48415
2,5639,3342,2297,0500000US48415
3,1976,1160,816,0500000US48415
4,2001,1069,932,0500000US48415
5,1355,664,691,0500000US48415
6,819,339,480,0500000US48415
7,374,128,246,0500000US48415
0,3253,1572,1681,0500000US48417
1,843,418,425,0500000US48417
2,841,406,435,0500000US48417
3,360,180,180,0500000US48417
4,544,266,278,0500000US48417
5,354,171,183,0500000US48417
6,233,107,126,0500000US48417
7,78,24,54,0500000US48417
0,25418,12637,12781,0500000US48419
1,7149,3671,3478,0500000US48419
2,7491,3780,3711,0500000US48419
3,3053,1513,1540,0500000US48419
4,3274,1625,1649,0500000US48419
5,2515,1201,1314,0500000US48419
6,1462,672,790,0500000US48419
7,474,175,299,0500000US48419
0,3079,1604,1475,0500000US48421
1,945,503,442,0500000US48421
2,867,460,407,0500000US48421
3,428,213,215,0500000US48421
4,380,207,173,0500000US48421
5,250,127,123,0500000US48421
6,141,67,74,0500000US48421
7,68,27,41,0500000US48421
0,230221,111207,119014,0500000US48423
1,63098,32252,30846,0500000US48423
2,74151,36019,38132,0500000US48423
3,26900,12775,14125,0500000US48423
4,28062,13298,14764,0500000US48423
5,21290,9833,11457,0500000US48423
6,11981,5243,6738,0500000US48423
7,4739,1787,2952,0500000US48423
0,9016,4442,4574,0500000US48425
1,2225,1104,1121,0500000US48425
2,2553,1261,1292,0500000US48425
3,1235,603,632,0500000US48425
4,1298,653,645,0500000US48425
5,1006,511,495,0500000US48425
6,487,235,252,0500000US48425
7,212,75,137,0500000US48425
0,64525,31430,33095,0500000US48427
1,23327,11599,11728,0500000US48427
2,21331,10825,10506,0500000US48427
3,7173,3359,3814,0500000US48427
4,5381,2469,2912,0500000US48427
5,4123,1801,2322,0500000US48427
6,2331,1047,1284,0500000US48427
7,859,330,529,0500000US48427
0,9433,4990,4443,0500000US48429
1,2275,1195,1080,0500000US48429
2,2964,1755,1209,0500000US48429
3,1027,551,476,0500000US48429
4,1303,631,672,0500000US48429
5,1040,506,534,0500000US48429
6,582,264,318,0500000US48429
7,242,88,154,0500000US48429
0,1311,668,643,0500000US48431
1,402,213,189,0500000US48431
2,401,210,191,0500000US48431
3,147,70,77,0500000US48431
4,172,93,79,0500000US48431
5,92,47,45,0500000US48431
6,60,25,35,0500000US48431
7,37,10,27,0500000US48431
0,1362,665,697,0500000US48433
1,330,159,171,0500000US48433
2,310,157,153,0500000US48433
3,163,88,75,0500000US48433
4,198,99,99,0500000US48433
5,187,85,102,0500000US48433
6,108,48,60,0500000US48433
7,66,29,37,0500000US48433
0,3758,1920,1838,0500000US48435
1,1000,502,498,0500000US48435
2,1016,538,478,0500000US48435
3,508,260,248,0500000US48435
4,544,276,268,0500000US48435
5,401,206,195,0500000US48435
6,188,99,89,0500000US48435
7,101,39,62,0500000US48435
0,7462,3975,3487,0500000US48437
1,2085,1080,1005,0500000US48437
2,2395,1431,964,0500000US48437
3,842,444,398,0500000US48437
4,821,416,405,0500000US48437
5,700,339,361,0500000US48437
6,432,191,241,0500000US48437
7,187,74,113,0500000US48437
0,2084931,1020097,1064834,0500000US48439
1,604775,307435,297340,0500000US48439
2,736059,361683,374376,0500000US48439
3,270039,132042,137997,0500000US48439
4,238871,116084,122787,0500000US48439
5,144440,66414,78026,0500000US48439
6,65110,27511,37599,0500000US48439
7,25637,8928,16709,0500000US48439
0,137640,67226,70414,0500000US48441
1,39250,19860,19390,0500000US48441
2,50174,25281,24893,0500000US48441
3,13367,6489,6878,0500000US48441
4,15064,7177,7887,0500000US48441
5,10695,4831,5864,0500000US48441
6,6328,2654,3674,0500000US48441
7,2762,934,1828,0500000US48441
0,823,421,402,0500000US48443
1,182,95,87,0500000US48443
2,208,108,100,0500000US48443
3,91,51,40,0500000US48443
4,98,50,48,0500000US48443
5,140,70,70,0500000US48443
6,63,31,32,0500000US48443
7,41,16,25,0500000US48443
0,12287,6417,5870,0500000US48445
1,3725,1878,1847,0500000US48445
2,3924,2267,1657,0500000US48445
3,1363,731,632,0500000US48445
4,1415,715,700,0500000US48445
5,1001,484,517,0500000US48445
6,628,263,365,0500000US48445
7,231,79,152,0500000US48445
0,1515,708,807,0500000US48447
1,330,149,181,0500000US48447
2,344,173,171,0500000US48447
3,183,76,107,0500000US48447
4,233,115,118,0500000US48447
5,215,108,107,0500000US48447
6,155,67,88,0500000US48447
7,55,20,35,0500000US48447
0,33033,16186,16847,0500000US48449
1,10569,5311,5258,0500000US48449
2,10108,4902,5206,0500000US48449
3,4039,2045,1994,0500000US48449
4,3602,1780,1822,0500000US48449
5,2824,1312,1512,0500000US48449
6,1348,628,720,0500000US48449
7,543,208,335,0500000US48449
0,118189,58764,59425,0500000US48451
1,32837,16791,16046,0500000US48451
2,41270,21497,19773,0500000US48451
3,12158,5833,6325,0500000US48451
4,13657,6457,7200,0500000US48451
5,10280,4850,5430,0500000US48451
6,5597,2429,3168,0500000US48451
7,2390,907,1483,0500000US48451
0,1248743,631266,617477,0500000US48453
1,303318,154433,148885,0500000US48453
2,532378,275715,256663,0500000US48453
3,159006,81388,77618,0500000US48453
4,130646,63922,66724,0500000US48453
5,79738,37715,42023,0500000US48453
6,30625,13460,17165,0500000US48453
7,13032,4633,8399,0500000US48453
0,14740,7105,7635,0500000US48455
1,3223,1644,1579,0500000US48455
2,3527,1730,1797,0500000US48455
3,1707,820,887,0500000US48455
4,2362,1020,1342,0500000US48455
5,2264,1139,1125,0500000US48455
6,1270,592,678,0500000US48455
7,387,160,227,0500000US48455
0,21696,11693,10003,0500000US48457
1,4618,2365,2253,0500000US48457
2,6838,4371,2467,0500000US48457
3,2452,1269,1183,0500000US48457
4,2942,1439,1503,0500000US48457
5,2671,1272,1399,0500000US48457
6,1629,782,847,0500000US48457
7,546,195,351,0500000US48457
0,41260,20387,20873,0500000US48459
1,10736,5553,5183,0500000US48459
2,11736,5860,5876,0500000US48459
3,5012,2454,2558,0500000US48459
4,6200,3021,3179,0500000US48459
5,4486,2133,2353,0500000US48459
6,2313,1080,1233,0500000US48459
7,777,286,491,0500000US48459
0,3671,1881,1790,0500000US48461
1,1168,604,564,0500000US48461
2,1149,605,544,0500000US48461
3,384,185,199,0500000US48461
4,454,233,221,0500000US48461
5,271,137,134,0500000US48461
6,173,93,80,0500000US48461
7,72,24,48,0500000US48461
0,26846,13209,13637,0500000US48463
1,8168,4143,4025,0500000US48463
2,8447,4302,4145,0500000US48463
3,2888,1377,1511,0500000US48463
4,2825,1373,1452,0500000US48463
5,2469,1121,1348,0500000US48463
6,1375,626,749,0500000US48463
7,674,267,407,0500000US48463
0,49208,25156,24052,0500000US48465
1,15490,7929,7561,0500000US48465
2,16970,9296,7674,0500000US48465
3,5366,2700,2666,0500000US48465
4,4381,2033,2348,0500000US48465
5,3818,1787,2031,0500000US48465
6,2211,1027,1184,0500000US48465
7,972,384,588,0500000US48465
0,56019,27363,28656,0500000US48467
1,14254,7151,7103,0500000US48467
2,15192,7608,7584,0500000US48467
3,7177,3427,3750,0500000US48467
4,8075,3942,4133,0500000US48467
5,6488,3087,3401,0500000US48467
6,3625,1694,1931,0500000US48467
7,1208,454,754,0500000US48467
0,92035,45094,46941,0500000US48469
1,25848,13173,12675,0500000US48469
2,29911,15028,14883,0500000US48469
3,10108,4862,5246,0500000US48469
4,11346,5481,5865,0500000US48469
5,8387,3882,4505,0500000US48469
6,4505,1970,2535,0500000US48469
7,1930,698,1232,0500000US48469
0,72480,42184,30296,0500000US48471
1,14036,7109,6927,0500000US48471
2,30876,19133,11743,0500000US48471
3,9927,6771,3156,0500000US48471
4,8070,4554,3516,0500000US48471
5,5734,2905,2829,0500000US48471
6,2824,1309,1515,0500000US48471
7,1013,403,610,0500000US48471
0,53126,26482,26644,0500000US48473
1,16442,8176,8266,0500000US48473
2,18771,9549,9222,0500000US48473
3,5754,2803,2951,0500000US48473
4,5877,2955,2922,0500000US48473
5,3869,1900,1969,0500000US48473
6,1758,832,926,0500000US48473
7,655,267,388,0500000US48473
0,11720,5898,5822,0500000US48475
1,3649,1836,1813,0500000US48475
2,3817,2025,1792,0500000US48475
3,1283,645,638,0500000US48475
4,1335,660,675,0500000US48475
5,930,426,504,0500000US48475
6,487,228,259,0500000US48475
7,219,78,141,0500000US48475
0,35108,17230,17878,0500000US48477
1,9142,4786,4356,0500000US48477
2,9490,4701,4789,0500000US48477
3,3906,1935,1971,0500000US48477
4,4958,2382,2576,0500000US48477
5,4020,1958,2062,0500000US48477
6,2346,1037,1309,0500000US48477
7,1246,431,815,0500000US48477
0,275910,135563,140347,0500000US48479
1,100155,50941,49214,0500000US48479
2,94108,47176,46932,0500000US48479
3,31668,15009,16659,0500000US48479
4,23892,11167,12725,0500000US48479
5,15375,6991,8384,0500000US48479
6,7565,3151,4414,0500000US48479
7,3147,1128,2019,0500000US48479
0,41619,20500,21119,0500000US48481
1,11840,6032,5808,0500000US48481
2,12498,6274,6224,0500000US48481
3,4788,2364,2424,0500000US48481
4,5383,2629,2754,0500000US48481
5,3950,1928,2022,0500000US48481
6,2227,936,1291,0500000US48481
7,933,337,596,0500000US48481
0,5191,2613,2578,0500000US48483
1,1413,766,647,0500000US48483
2,1448,717,731,0500000US48483
3,567,283,284,0500000US48483
4,759,370,389,0500000US48483
5,556,282,274,0500000US48483
6,338,153,185,0500000US48483
7,110,42,68,0500000US48483
0,132064,68337,63727,0500000US48485
1,35272,18605,16667,0500000US48485
2,47091,26144,20947,0500000US48485
3,14176,7261,6915,0500000US48485
4,16089,7933,8156,0500000US48485
5,10674,5014,5660,0500000US48485
6,6057,2480,3577,0500000US48485
7,2705,900,1805,0500000US48485
0,12820,6348,6472,0500000US48487
1,3170,1638,1532,0500000US48487
2,4044,2033,2011,0500000US48487
3,1485,759,726,0500000US48487
4,1766,864,902,0500000US48487
5,1304,630,674,0500000US48487
6,735,321,414,0500000US48487
7,316,103,213,0500000US48487
0,21515,11893,9622,0500000US48489
1,5814,3046,2768,0500000US48489
2,8375,5355,3020,0500000US48489
3,2255,1197,1058,0500000US48489
4,2056,965,1091,0500000US48489
5,1679,786,893,0500000US48489
6,931,403,528,0500000US48489
7,405,141,264,0500000US48489
0,566719,279077,287642,0500000US48491
1,158872,81288,77584,0500000US48491
2,202774,100688,102086,0500000US48491
3,76735,38322,38413,0500000US48491
4,59350,28265,31085,0500000US48491
5,42856,19347,23509,0500000US48491
6,19582,8857,10725,0500000US48491
7,6550,2310,4240,0500000US48491
0,50224,25175,25049,0500000US48493
1,13345,6857,6488,0500000US48493
2,14706,7439,7267,0500000US48493
3,7074,3492,3582,0500000US48493
4,7066,3520,3546,0500000US48493
5,4880,2402,2478,0500000US48493
6,2229,1094,1135,0500000US48493
7,924,371,553,0500000US48493
0,7720,3961,3759,0500000US48495
1,2506,1257,1249,0500000US48495
2,2529,1360,1169,0500000US48495
3,907,485,422,0500000US48495
4,829,432,397,0500000US48495
5,565,259,306,0500000US48495
6,280,128,152,0500000US48495
7,104,40,64,0500000US48495
0,68305,34159,34146,0500000US48497
1,18556,9444,9112,0500000US48497
2,20637,10392,10245,0500000US48497
3,9266,4619,4647,0500000US48497
4,9656,4848,4808,0500000US48497
5,6181,3068,3113,0500000US48497
6,3133,1451,1682,0500000US48497
7,876,337,539,0500000US48497
0,45129,22386,22743,0500000US48499
1,9765,5014,4751,0500000US48499
2,11088,5745,5343,0500000US48499
3,5137,2572,2565,0500000US48499
4,6997,3373,3624,0500000US48499
5,7003,3368,3635,0500000US48499
6,3937,1881,2056,0500000US48499
7,1202,433,769,0500000US48499
0,8591,4385,4206,0500000US48501
1,3072,1566,1506,0500000US48501
2,2685,1428,1257,0500000US48501
3,866,424,442,0500000US48501
4,951,490,461,0500000US48501
5,575,285,290,0500000US48501
6,325,152,173,0500000US48501
7,117,40,77,0500000US48501
0,18045,8937,9108,0500000US48503
1,4747,2442,2305,0500000US48503
2,4992,2485,2507,0500000US48503
3,2088,1065,1023,0500000US48503
4,2547,1281,1266,0500000US48503
5,2038,986,1052,0500000US48503
6,1160,518,642,0500000US48503
7,473,160,313,0500000US48503
0,14190,7083,7107,0500000US48505
1,5123,2718,2405,0500000US48505
2,4498,2214,2284,0500000US48505
3,1479,663,816,0500000US48505
4,1247,627,620,0500000US48505
5,1024,464,560,0500000US48505
6,619,317,302,0500000US48505
7,200,80,120,0500000US48505
0,11983,6061,5922,0500000US48507
1,3905,1976,1929,0500000US48507
2,3964,2156,1808,0500000US48507
3,1244,596,648,0500000US48507
4,1158,569,589,0500000US48507
5,1006,459,547,0500000US48507
6,482,216,266,0500000US48507
7,224,89,135,0500000US48507
0,6580,3361,3219,0500000US49001
1,2310,1194,1116,0500000US49001
2,1935,996,939,0500000US49001
3,612,305,307,0500000US49001
4,775,396,379,0500000US49001
5,564,272,292,0500000US49001
6,306,154,152,0500000US49001
7,78,44,34,0500000US49001
0,54950,27852,27098,0500000US49003
1,18888,9844,9044,0500000US49003
2,17593,8906,8687,0500000US49003
3,5338,2678,2660,0500000US49003
4,6022,2996,3026,0500000US49003
5,4043,2027,2016,0500000US49003
6,2294,1048,1246,0500000US49003
7,772,353,419,0500000US49003
0,127068,63667,63401,0500000US49005
1,44094,21922,22172,0500000US49005
2,51129,26235,24894,0500000US49005
3,10215,5169,5046,0500000US49005
4,9621,4657,4964,0500000US49005
5,6933,3377,3556,0500000US49005
6,3711,1748,1963,0500000US49005
7,1365,559,806,0500000US49005
0,20269,10065,10204,0500000US49007
1,5853,2992,2861,0500000US49007
2,6184,3098,3086,0500000US49007
3,2018,997,1021,0500000US49007
4,2684,1322,1362,0500000US49007
5,2145,1053,1092,0500000US49007
6,998,458,540,0500000US49007
7,387,145,242,0500000US49007
0,980,556,424,0500000US49009
1,239,140,99,0500000US49009
2,213,102,111,0500000US49009
3,116,69,47,0500000US49009
4,161,90,71,0500000US49009
5,160,87,73,0500000US49009
6,56,40,16,0500000US49009
7,35,28,7,0500000US49009
0,351713,177609,174104,0500000US49011
1,122381,63760,58621,0500000US49011
2,124394,62912,61482,0500000US49011
3,36279,18233,18046,0500000US49011
4,33342,16422,16920,0500000US49011
5,21116,9986,11130,0500000US49011
6,10345,4707,5638,0500000US49011
7,3856,1589,2267,0500000US49011
0,19964,10103,9861,0500000US49013
1,7237,3686,3551,0500000US49013
2,6389,3234,3155,0500000US49013
3,1870,951,919,0500000US49013
4,2060,1054,1006,0500000US49013
5,1384,705,679,0500000US49013
6,750,366,384,0500000US49013
7,274,107,167,0500000US49013
0,10014,5110,4904,0500000US49015
1,3115,1673,1442,0500000US49015
2,2859,1453,1406,0500000US49015
3,1004,500,504,0500000US49015
4,1308,646,662,0500000US49015
5,1007,518,489,0500000US49015
6,540,250,290,0500000US49015
7,181,70,111,0500000US49015
0,5080,2645,2435,0500000US49017
1,1288,686,602,0500000US49017
2,1381,742,639,0500000US49017
3,520,270,250,0500000US49017
4,716,354,362,0500000US49017
5,724,387,337,0500000US49017
6,323,159,164,0500000US49017
7,128,47,81,0500000US49017
0,9764,4933,4831,0500000US49019
1,2272,1164,1108,0500000US49019
2,3064,1524,1540,0500000US49019
3,1149,580,569,0500000US49019
4,1462,740,722,0500000US49019
5,1140,605,535,0500000US49019
6,481,241,240,0500000US49019
7,196,79,117,0500000US49019
0,52775,26363,26412,0500000US49021
1,17398,8700,8698,0500000US49021
2,18768,9543,9225,0500000US49021
3,4762,2363,2399,0500000US49021
4,5147,2463,2684,0500000US49021
5,4165,2065,2100,0500000US49021
6,1948,976,972,0500000US49021
7,587,253,334,0500000US49021
0,11555,5929,5626,0500000US49023
1,4332,2323,2009,0500000US49023
2,3650,1846,1804,0500000US49023
3,1166,589,577,0500000US49023
4,1010,504,506,0500000US49023
5,866,427,439,0500000US49023
6,414,199,215,0500000US49023
7,117,41,76,0500000US49023
0,7709,3894,3815,0500000US49025
1,1987,1019,968,0500000US49025
2,2057,1092,965,0500000US49025
3,777,379,398,0500000US49025
4,1092,505,587,0500000US49025
5,1111,533,578,0500000US49025
6,555,316,239,0500000US49025
7,130,50,80,0500000US49025
0,13006,6658,6348,0500000US49027
1,4356,2271,2085,0500000US49027
2,3582,1861,1721,0500000US49027
3,1259,643,616,0500000US49027
4,1577,764,813,0500000US49027
5,1240,633,607,0500000US49027
6,682,348,334,0500000US49027
7,310,138,172,0500000US49027
0,12045,6224,5821,0500000US49029
1,4606,2463,2143,0500000US49029
2,3503,1759,1744,0500000US49029
3,1312,665,647,0500000US49029
4,1242,659,583,0500000US49029
5,805,387,418,0500000US49029
6,465,235,230,0500000US49029
7,112,56,56,0500000US49029
0,1445,746,699,0500000US49031
1,364,192,172,0500000US49031
2,321,164,157,0500000US49031
3,138,72,66,0500000US49031
4,205,105,100,0500000US49031
5,240,118,122,0500000US49031
6,131,68,63,0500000US49031
7,46,27,19,0500000US49031
0,2464,1268,1196,0500000US49033
1,786,407,379,0500000US49033
2,688,351,337,0500000US49033
3,241,122,119,0500000US49033
4,306,155,151,0500000US49033
5,260,136,124,0500000US49033
6,120,62,58,0500000US49033
7,63,35,28,0500000US49033
0,1152633,578614,574019,0500000US49035
1,342170,174970,167200,0500000US49035
2,440204,224580,215624,0500000US49035
3,129167,65649,63518,0500000US49035
4,115935,56792,59143,0500000US49035
5,76498,36127,40371,0500000US49035
6,35003,15219,19784,0500000US49035
7,13656,5277,8379,0500000US49035
0,15449,7726,7723,0500000US49037
1,5267,2693,2574,0500000US49037
2,4558,2328,2230,0500000US49037
3,1670,859,811,0500000US49037
4,1767,827,940,0500000US49037
5,1286,634,652,0500000US49037
6,641,284,357,0500000US49037
7,260,101,159,0500000US49037
0,30623,16112,14511,0500000US49039
1,9427,4755,4672,0500000US49039
2,10672,5960,4712,0500000US49039
3,3129,1739,1390,0500000US49039
4,3122,1568,1554,0500000US49039
5,2554,1263,1291,0500000US49039
6,1335,647,688,0500000US49039
7,384,180,204,0500000US49039
0,21539,10945,10594,0500000US49041
1,6922,3603,3319,0500000US49041
2,6480,3344,3136,0500000US49041
3,2133,1095,1038,0500000US49041
4,2539,1230,1309,0500000US49041
5,1986,951,1035,0500000US49041
6,1118,558,560,0500000US49041
7,361,164,197,0500000US49041
0,41933,21461,20472,0500000US49043
1,11259,5763,5496,0500000US49043
2,12812,6683,6129,0500000US49043
3,6301,3102,3199,0500000US49043
4,6281,3185,3096,0500000US49043
5,3674,1895,1779,0500000US49043
6,1294,700,594,0500000US49043
7,312,133,179,0500000US49043
0,69907,35389,34518,0500000US49045
1,24717,12776,11941,0500000US49045
2,24431,12188,12243,0500000US49045
3,7848,4041,3807,0500000US49045
4,6508,3318,3190,0500000US49045
5,4034,2014,2020,0500000US49045
6,1753,820,933,0500000US49045
7,616,232,384,0500000US49045
0,35438,18011,17427,0500000US49047
1,12624,6525,6099,0500000US49047
2,12004,6163,5841,0500000US49047
3,3375,1699,1676,0500000US49047
4,3580,1771,1809,0500000US49047
5,2312,1168,1144,0500000US49047
6,1117,504,613,0500000US49047
7,426,181,245,0500000US49047
0,622213,314587,307626,0500000US49049
1,233505,119281,114224,0500000US49049
2,246848,126463,120385,0500000US49049
3,52213,26367,25846,0500000US49049
4,41597,20486,21111,0500000US49049
5,28338,13316,15022,0500000US49049
6,14536,6563,7973,0500000US49049
7,5176,2111,3065,0500000US49049
0,33240,16873,16367,0500000US49051
1,11325,5867,5458,0500000US49051
2,10588,5315,5273,0500000US49051
3,3791,1907,1884,0500000US49051
4,3714,1904,1810,0500000US49051
5,2567,1264,1303,0500000US49051
6,980,493,487,0500000US49051
7,275,123,152,0500000US49051
0,171700,85053,86647,0500000US49053
1,49349,25474,23875,0500000US49053
2,50629,25495,25134,0500000US49053
3,15984,7840,8144,0500000US49053
4,18894,8648,10246,0500000US49053
5,20306,9594,10712,0500000US49053
6,12250,6012,6238,0500000US49053
7,4288,1990,2298,0500000US49053
0,2690,1381,1309,0500000US49055
1,724,373,351,0500000US49055
2,699,364,335,0500000US49055
3,289,156,133,0500000US49055
4,392,188,204,0500000US49055
5,396,207,189,0500000US49055
6,144,77,67,0500000US49055
7,46,16,30,0500000US49055
0,256359,129008,127351,0500000US49057
1,79071,40328,38743,0500000US49057
2,92793,47491,45302,0500000US49057
3,27497,13855,13642,0500000US49057
4,27101,13538,13563,0500000US49057
5,18017,8649,9368,0500000US49057
6,8541,3791,4750,0500000US49057
7,3339,1356,1983,0500000US49057
0,36973,18469,18504,0500000US50001
1,7974,4092,3882,0500000US50001
2,11068,5699,5369,0500000US50001
3,4839,2381,2458,0500000US50001
4,5735,2819,2916,0500000US50001
5,4554,2256,2298,0500000US50001
6,1996,931,1065,0500000US50001
7,807,291,516,0500000US50001
0,35631,17363,18268,0500000US50003
1,7771,4005,3766,0500000US50003
2,9234,4547,4687,0500000US50003
3,4629,2224,2405,0500000US50003
4,5835,2830,3005,0500000US50003
5,4594,2229,2365,0500000US50003
6,2423,1084,1339,0500000US50003
7,1145,444,701,0500000US50003
0,30302,15166,15136,0500000US50005
1,6827,3563,3264,0500000US50005
2,8406,4326,4080,0500000US50005
3,3926,1959,1967,0500000US50005
4,4789,2295,2494,0500000US50005
5,3946,1961,1985,0500000US50005
6,1705,797,908,0500000US50005
7,703,265,438,0500000US50005
0,164572,80692,83880,0500000US50007
1,37548,19096,18452,0500000US50007
2,60980,30850,30130,0500000US50007
3,19746,9630,10116,0500000US50007
4,21625,10558,11067,0500000US50007
5,14342,6555,7787,0500000US50007
6,6889,2879,4010,0500000US50007
7,3442,1124,2318,0500000US50007
0,6250,3131,3119,0500000US50009
1,1213,621,592,0500000US50009
2,1429,703,726,0500000US50009
3,880,444,436,0500000US50009
4,1130,545,585,0500000US50009
5,945,504,441,0500000US50009
6,474,242,232,0500000US50009
7,179,72,107,0500000US50009
0,49421,24611,24810,0500000US50011
1,11976,6196,5780,0500000US50011
2,15200,7575,7625,0500000US50011
3,6878,3382,3496,0500000US50011
4,7442,3731,3711,0500000US50011
5,4895,2414,2481,0500000US50011
6,2197,1026,1171,0500000US50011
7,833,287,546,0500000US50011
0,7090,3578,3512,0500000US50013
1,1410,718,692,0500000US50013
2,1878,970,908,0500000US50013
3,969,474,495,0500000US50013
4,1358,683,675,0500000US50013
5,1019,520,499,0500000US50013
6,359,180,179,0500000US50013
7,97,33,64,0500000US50013
0,25300,12657,12643,0500000US50015
1,5896,2981,2915,0500000US50015
